SECURITIES;ERROR CODE;NUM FLDS;ID_ISIN;CRNCY;PX_CLOSE_DT;PX_LAST;AMT_OUTSTANDING;SP_EFF_DT;RTG_SP;RTG_SP_LT_LC_ISS_CRED_RTG_DT;RTG_SP_LT_LC_ISSUER_CREDIT;FITCH_EFF_DT;RTG_FITCH_LT_ISSUER_DFLT_RTG_DT;RTG_FITCH;RTG_FITCH_LT_ISSUER_DEFAULT;RTG_FITCH_SEN_UNSEC_RTG_DT;RTG_FITCH_SEN_UNSECURED;MOODY_EFF_DT;RTG_MOODY_LONG_TERM_DATE;RTG_MOODY;RTG_MOODY_LONG_TERM;RTG_MDY_ISSUER_RTG_DT;RTG_MDY_ISSUER;RTG_MDY_SEN_UNSECURED_DEBT;PX_BID;PX_ASK;PREV_CPN_DT;MTG_FACTOR_SET_DT;DAYS_ACC;DUR_ADJ_ASK;DUR_ADJ_BID;DUR_ADJ_MID;OAS_SPREAD_MID;OAS_SPREAD_BID;OAS_SPREAD_ASK;MTG_LIFE_FLOOR;MTG_LIFE_CAP;DEFAULT_PERCENT;MTG_WACPN;NXT_CPN_DT;CPN;PX_YEST_CLOSE;YLD_YTM_MID;PX_YEST_DT;HIGH_52WEEK;HIGH_DT_52WEEK;LOW_52WEEK;LOW_DT_52WEEK;CV_START_DT;CV_CNVS_PX;YLD_YTM_BID;YLD_YTM_ASK;PREVIOUS_TOTAL_VOLUME;CUR_MKT_CAP;PX_VOLUME;TURNOVER;VOLATILITY_30D;VOLATILITY_90D;VOLATILITY_360D;EQY_FLOAT;EQY_SH_OUT;REL_INDEX;ROBECOSAM_TOTAL_STBLY_RANK;ENVIRONMENTAL_SCORE;SOCIAL_SCORE;GOVERNANCE_SCORE;EARN_YLD_HIST;BDVD_NEXT_EST_EX_DT;BDVD_PROJ_DIV_AMT;DVD_SH_LAST;FUND_TOTAL_ASSETS;FUND_CLASS_ASSETS
!!00P9JK   Mtge;0;51;FR0010302802;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;22/03/2021;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;14;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;2.9700  ; ;6.952000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00PZ7C   Mtge;0;51;ES0333763011;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;20/01/2015;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;47;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;8.1268  ; ;0.221000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00QWGX   Mtge;0;51;ES0347854004;EUR; ;N.A.;97825209.20  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;22/12/2022;0.110412200  ;76;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;0;2.0200  ;22/03/2023;2.221000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00R0IE   Mtge;0;51;IT0004068851;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;10.7500  ; ;0.667000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00T50W Mtge;0;51;XS0268644886;EUR; ;N.A.;20458639.60  ;N.A.;N.A.;N.A.;N.A.;20/02/2018;N.A.;CC;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;16/01/2023;0.730665700  ;51;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;0;0.0900  ;17/04/2023;3.248000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00U5P3   Mtge;0;51;ES0372260028;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;15/03/2019;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;83;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;1.1200  ; ;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UBVR   Mtge;0;51;XS0274874832;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;13/01/2015;N.A.;WD;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ; ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;0.000000  ;N.A.; ;0.600000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UEPB   Mtge;0;51;ES0313956023;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;20/03/2015;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;78;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;7.5800  ; ;0.339000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UES8   Mtge;0;51;ES0374352021;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;26/02/2016;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;42;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;4.2800  ; ;0.154000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UI55   Mtge;0;51;ES0347844070;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;77;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;3.2800  ; ;0.417000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00USYR   Mtge;0;51;IT0004158124;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;18/10/2017;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;44;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;5.2000  ; ;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UT6W   Mtge;0;51;ES0338058037;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;22/05/2017;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;16;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;0.5500  ; ;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UT6X   Mtge;0;51;ES0338058045;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;20/05/2019;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;16;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;0.5500  ; ;0.242000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00UT6Y   Mtge;0;51;ES0338058052;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;20/05/2019;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;16;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;0.5500  ; ;1.792000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00VD5V   Mtge;0;51;XS0284845343;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;78;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;N.A.; ;0.629000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00Y0N6   Mtge;0;51;IT0004232598;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;10.7100  ; ;0.046000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00Y0N7   Mtge;0;51;IT0004232614;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;10.7100  ; ;0.296000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00Y0N8   Mtge;0;51;IT0004232648;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;10.7100  ; ;0.596000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00YDVY   Mtge;0;51;XS0305672858;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;28/06/2007;N.A.;NR;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ; ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;0.000000  ;N.A.; ;3.702000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00Z1MJ   Mtge;0;51;IT0004247703;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;2;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;1.4000  ; ;0.131000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!00Z2J6   Mtge;0;51;ES0347786040;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;43;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;4.8900  ; ;0.358000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!01NLP9   Mtge;0;51;DE000A1GJ196;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;37;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;N.A.; ;13.709000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!025F9V  Mtge;0;51;XS0995503090;EUR; ;N.A.;43500000.00  ;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;16/01/2023;1.000000000  ;51;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ; ;0;5.8124  ;17/04/2023;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!026I3M   Mtge;0;51;XS1032521137;EUR; ;N.A.;57500000.00  ;N.A.;N.A.;N.A.;N.A.;27/03/2014;N.A.;NR;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;17/01/2023;1.000000000  ;50;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ; ;0;5.9018  ;17/04/2023;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!0275S7   Mtge;0;51;XS1068239794;EUR; ;N.A.;55000000.00  ;N.A.;N.A.;N.A.;N.A.;16/07/2014;N.A.;NR;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;15/02/2023;1.000000000  ;21;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ; ;0;5.7507  ;15/05/2023;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!027X33 Mtge;0;51;XS1111616667;EUR; ;N.A.;44250000.00  ;N.A.;N.A.;N.A.;N.A.;29/10/2014;N.A.;NR;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;25/01/2023;1.000000000  ;42;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ; ;0;5.8037  ;25/04/2023;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!027YLY   Mtge;0;51;XS1028944053;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;25/05/2017;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;5.7563  ; ;2.971000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!027YLZ   Mtge;0;51;XS1028942941;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;25/05/2017;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;5.7563  ; ;4.771000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!027YM1 Mtge;0;51;XS1028943329;EUR; ;N.A.;58300000.00  ;N.A.;N.A.;N.A.;N.A.;04/11/2014;N.A.;NR;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;27/02/2023;1.000000000  ;9;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ; ;0;5.7563  ;25/05/2023;0.000000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
!!028069   Mtge;0;51;XS1114261636;EUR; ;N.A.;0.00  ;N.A.;N.A.;N.A.;N.A.;12/11/2021;N.A.;PIF;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.; ;0.000000000  ;21;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0.000  ; ;N.A.;3.5000  ; ;2.871000  ;N.A.;N.A.;N.A.; ; ; ; ; ; ;N.A.;N.A.;N.A.;;;;;;;;;;;;;;;;;;;
